键,值,上级,省/直辖市/自治区
620503,麦积区,天水市,甘肃省
620521,清水县,天水市,甘肃省
620522,秦安县,天水市,甘肃省
620523,甘谷县,天水市,甘肃省
620524,武山县,天水市,甘肃省
620525,张家川回族自治县,天水市,甘肃省
620600,武威市,甘肃省,甘肃省
620602,凉州区,武威市,甘肃省
620621,民勤县,武威市,甘肃省
620622,古浪县,武威市,甘肃省
620623,天祝藏族自治县,武威市,甘肃省
620700,张掖市,甘肃省,甘肃省
620702,甘州区,张掖市,甘肃省
620721,肃南裕固族自治县,张掖市,甘肃省
620722,民乐县,张掖市,甘肃省
620723,临泽县,张掖市,甘肃省
620724,高台县,张掖市,甘肃省
620725,山丹县,张掖市,甘肃省
620800,平凉市,甘肃省,甘肃省
620802,崆峒区,平凉市,甘肃省
620821,泾川县,平凉市,甘肃省
620822,灵台县,平凉市,甘肃省
620823,崇信县,平凉市,甘肃省
620825,庄浪县,平凉市,甘肃省
620826,静宁县,平凉市,甘肃省
620881,华亭市,平凉市,甘肃省
620900,酒泉市,甘肃省,甘肃省
620902,肃州区,酒泉市,甘肃省
620921,金塔县,酒泉市,甘肃省
620922,瓜州县,酒泉市,甘肃省
620923,肃北蒙古族自治县,酒泉市,甘肃省
620924,阿克塞哈萨克族自治县,酒泉市,甘肃省
620981,玉门市,酒泉市,甘肃省
620982,敦煌市,酒泉市,甘肃省
621000,庆阳市,甘肃省,甘肃省
621002,西峰区,庆阳市,甘肃省
621021,庆城县,庆阳市,甘肃省
621022,环县,庆阳市,甘肃省
621023,华池县,庆阳市,甘肃省
621024,合水县,庆阳市,甘肃省
621025,正宁县,庆阳市,甘肃省
621026,宁县,庆阳市,甘肃省
621027,镇原县,庆阳市,甘肃省
621100,定西市,甘肃省,甘肃省
621102,安定区,定西市,甘肃省
621121,通渭县,定西市,甘肃省
621122,陇西县,定西市,甘肃省
621123,渭源县,定西市,甘肃省
621124,临洮县,定西市,甘肃省
621125,漳县,定西市,甘肃省
621126,岷县,定西市,甘肃省
621200,陇南市,甘肃省,甘肃省
621202,武都区,陇南市,甘肃省
621221,成县,陇南市,甘肃省
621222,文县,陇南市,甘肃省
621223,宕昌县,陇南市,甘肃省
621224,康县,陇南市,甘肃省
621225,西和县,陇南市,甘肃省
621226,礼县,陇南市,甘肃省
621227,徽县,陇南市,甘肃省
621228,两当县,陇南市,甘肃省
622900,临夏回族自治州,甘肃省,甘肃省
622901,临夏市,临夏回族自治州,甘肃省
622921,临夏县,临夏回族自治州,甘肃省
622922,康乐县,临夏回族自治州,甘肃省
622923,永靖县,临夏回族自治州,甘肃省
622924,广河县,临夏回族自治州,甘肃省
622925,和政县,临夏回族自治州,甘肃省
622926,东乡族自治县,临夏回族自治州,甘肃省
622927,积石山保安族东乡族撒拉族自治县,临夏回族自治州,甘肃省
623000,甘南藏族自治州,甘肃省,甘肃省
623001,合作市,甘南藏族自治州,甘肃省
623021,临潭县,甘南藏族自治州,甘肃省
623022,卓尼县,甘南藏族自治州,甘肃省
623023,舟曲县,甘南藏族自治州,甘肃省
623024,迭部县,甘南藏族自治州,甘肃省
623025,玛曲县,甘南藏族自治州,甘肃省
623026,碌曲县,甘南藏族自治州,甘肃省
623027,夏河县,甘南藏族自治州,甘肃省
630000,青海省,中华人民共和国,青海省
630100,西宁市,青海省,青海省
630102,城东区,西宁市,青海省
630103,城中区,西宁市,青海省
630104,城西区,西宁市,青海省
630105,城北区,西宁市,青海省
630106,湟中区,西宁市,青海省
630121,大通回族土族自治县,西宁市,青海省
630123,湟源县,西宁市,青海省
630200,海东市,青海省,青海省
630202,乐都区,海东市,青海省
630203,平安区,海东市,青海省
630222,民和回族土族自治县,海东市,青海省
630223,互助土族自治县,海东市,青海省
630224,化隆回族自治县,海东市,青海省
630225,循化撒拉族自治县,海东市,青海省
632200,海北藏族自治州,青海省,青海省
632221,门源回族自治县,海北藏族自治州,青海省
632222,祁连县,海北藏族自治州,青海省
632223,海晏县,海北藏族自治州,青海省
632224,刚察县,海北藏族自治州,青海省
632300,黄南藏族自治州,青海省,青海省
632321,同仁县,黄南藏族自治州,青海省
632322,尖扎县,黄南藏族自治州,青海省
632323,泽库县,黄南藏族自治州,青海省
632324,河南蒙古族自治县,黄南藏族自治州,青海省
632500,海南藏族自治州,青海省,青海省
632521,共和县,海南藏族自治州,青海省
632522,同德县,海南藏族自治州,青海省
632523,贵德县,海南藏族自治州,青海省
632524,兴海县,海南藏族自治州,青海省
632525,贵南县,海南藏族自治州,青海省
632600,果洛藏族自治州,青海省,青海省
632621,玛沁县,果洛藏族自治州,青海省
632622,班玛县,果洛藏族自治州,青海省
632623,甘德县,果洛藏族自治州,青海省
632624,达日县,果洛藏族自治州,青海省
632625,久治县,果洛藏族自治州,青海省
632626,玛多县,果洛藏族自治州,青海省
632700,玉树藏族自治州,青海省,青海省
632701,玉树市,玉树藏族自治州,青海省
632722,杂多县,玉树藏族自治州,青海省
632723,称多县,玉树藏族自治州,青海省
632724,治多县,玉树藏族自治州,青海省
632725,囊谦县,玉树藏族自治州,青海省
632726,曲麻莱县,玉树藏族自治州,青海省
632800,海西蒙古族藏族自治州,青海省,青海省
632801,格尔木市,海西蒙古族藏族自治州,青海省
632802,德令哈市,海西蒙古族藏族自治州,青海省
632803,茫崖市,海西蒙古族藏族自治州,青海省
632821,乌兰县,海西蒙古族藏族自治州,青海省
632822,都兰县,海西蒙古族藏族自治州,青海省
632823,天峻县,海西蒙古族藏族自治州,青海省
640000,宁夏回族自治区,中华人民共和国,宁夏回族自治区
640100,银川市,宁夏回族自治区,宁夏回族自治区
640104,兴庆区,银川市,宁夏回族自治区
640105,西夏区,银川市,宁夏回族自治区
640106,金凤区,银川市,宁夏回族自治区
640121,永宁县,银川市,宁夏回族自治区
640122,贺兰县,银川市,宁夏回族自治区
640181,灵武市,银川市,宁夏回族自治区
640200,石嘴山市,宁夏回族自治区,宁夏回族自治区
640202,大武口区,石嘴山市,宁夏回族自治区
640205,惠农区,石嘴山市,宁夏回族自治区
640221,平罗县,石嘴山市,宁夏回族自治区
640300,吴忠市,宁夏回族自治区,宁夏回族自治区
640302,利通区,吴忠市,宁夏回族自治区
640303,红寺堡区,吴忠市,宁夏回族自治区
640323,盐池县,吴忠市,宁夏回族自治区
640324,同心县,吴忠市,宁夏回族自治区
640381,青铜峡市,吴忠市,宁夏回族自治区
640400,固原市,宁夏回族自治区,宁夏回族自治区
640402,原州区,固原市,宁夏回族自治区
640422,西吉县,固原市,宁夏回族自治区
640423,隆德县,固原市,宁夏回族自治区
640424,泾源县,固原市,宁夏回族自治区
640425,彭阳县,固原市,宁夏回族自治区
640500,中卫市,宁夏回族自治区,宁夏回族自治区
640502,沙坡头区,中卫市,宁夏回族自治区
640521,中宁县,中卫市,宁夏回族自治区
640522,海原县,中卫市,宁夏回族自治区
650000,新疆维吾尔自治区,中华人民共和国,新疆维吾尔自治区
650100,乌鲁木齐市,新疆维吾尔自治区,新疆维吾尔自治区
650102,天山区,乌鲁木齐市,新疆维吾尔自治区
650103,沙依巴克区,乌鲁木齐市,新疆维吾尔自治区
650104,新市区,乌鲁木齐市,新疆维吾尔自治区
650105,水磨沟区,乌鲁木齐市,新疆维吾尔自治区
650106,头屯河区,乌鲁木齐市,新疆维吾尔自治区
650107,达坂城区,乌鲁木齐市,新疆维吾尔自治区
650109,米东区,乌鲁木齐市,新疆维吾尔自治区
650121,乌鲁木齐县,乌鲁木齐市,新疆维吾尔自治区
650200,克拉玛依市,新疆维吾尔自治区,新疆维吾尔自治区
650202,独山子区,克拉玛依市,新疆维吾尔自治区
650203,克拉玛依区,克拉玛依市,新疆维吾尔自治区
650204,白碱滩区,克拉玛依市,新疆维吾尔自治区
650205,乌尔禾区,克拉玛依市,新疆维吾尔自治区
650400,吐鲁番市,新疆维吾尔自治区,新疆维吾尔自治区
650402,高昌区,吐鲁番市,新疆维吾尔自治区
650421,鄯善县,吐鲁番市,新疆维吾尔自治区
650422,托克逊县,吐鲁番市,新疆维吾尔自治区
650500,哈密市,新疆维吾尔自治区,新疆维吾尔自治区
650502,伊州区,哈密市,新疆维吾尔自治区
650521,巴里坤哈萨克自治县,哈密市,新疆维吾尔自治区
650522,伊吾县,哈密市,新疆维吾尔自治区
652300,昌吉回族自治州,新疆维吾尔自治区,新疆维吾尔自治区
652301,昌吉市,昌吉回族自治州,新疆维吾尔自治区
652302,阜康市,昌吉回族自治州,新疆维吾尔自治区
652323,呼图壁县,昌吉回族自治州,新疆维吾尔自治区
652324,玛纳斯县,昌吉回族自治州,新疆维吾尔自治区
652325,奇台县,昌吉回族自治州,新疆维吾尔自治区
652327,吉木萨尔县,昌吉回族自治州,新疆维吾尔自治区
652328,木垒哈萨克自治县,昌吉回族自治州,新疆维吾尔自治区
652700,博尔塔拉蒙古自治州,新疆维吾尔自治区,新疆维吾尔自治区
652701,博乐市,博尔塔拉蒙古自治州,新疆维吾尔自治区
652702,阿拉山口市,博尔塔拉蒙古自治州,新疆维吾尔自治区
652722,精河县,博尔塔拉蒙古自治州,新疆维吾尔自治区
652723,温泉县,博尔塔拉蒙古自治州,新疆维吾尔自治区
652800,巴音郭楞蒙古自治州,新疆维吾尔自治区,新疆维吾尔自治区
652801,库尔勒市,巴音郭楞蒙古自治州,新疆维吾尔自治区
652822,轮台县,巴音郭楞蒙古自治州,新疆维吾尔自治区
652823,尉犁县,巴音郭楞蒙古自治州,新疆维吾尔自治区
652824,若羌县,巴音郭楞蒙古自治州,新疆维吾尔自治区
652825,且末县,巴音郭楞蒙古自治州,新疆维吾尔自治区
652826,焉耆回族自治县,巴音郭楞蒙古自治州,新疆维吾尔自治区
652827,和静县,巴音郭楞蒙古自治州,新疆维吾尔自治区
652828,和硕县,巴音郭楞蒙古自治州,新疆维吾尔自治区
652829,博湖县,巴音郭楞蒙古自治州,新疆维吾尔自治区
652900,阿克苏地区,新疆维吾尔自治区,新疆维吾尔自治区
652901,阿克苏市,阿克苏地区,新疆维吾尔自治区
652902,库车市,阿克苏地区,新疆维吾尔自治区
652922,温宿县,阿克苏地区,新疆维吾尔自治区
652924,沙雅县,阿克苏地区,新疆维吾尔自治区
652925,新和县,阿克苏地区,新疆维吾尔自治区
652926,拜城县,阿克苏地区,新疆维吾尔自治区
652927,乌什县,阿克苏地区,新疆维吾尔自治区
652928,阿瓦提县,阿克苏地区,新疆维吾尔自治区
652929,柯坪县,阿克苏地区,新疆维吾尔自治区
653000,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区,新疆维吾尔自治区
653001,阿图什市,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
653022,阿克陶县,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
653023,阿合奇县,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
653024,乌恰县,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
653100,喀什地区,新疆维吾尔自治区,新疆维吾尔自治区
653101,喀什市,喀什地区,新疆维吾尔自治区
653121,疏附县,喀什地区,新疆维吾尔自治区
653122,疏勒县,喀什地区,新疆维吾尔自治区
653123,英吉沙县,喀什地区,新疆维吾尔自治区
653124,泽普县,喀什地区,新疆维吾尔自治区
653125,莎车县,喀什地区,新疆维吾尔自治区
653126,叶城县,喀什地区,新疆维吾尔自治区
653127,麦盖提县,喀什地区,新疆维吾尔自治区
653128,岳普湖县,喀什地区,新疆维吾尔自治区
653129,伽师县,喀什地区,新疆维吾尔自治区
653130,巴楚县,喀什地区,新疆维吾尔自治区
653131,塔什库尔干塔吉克自治县,喀什地区,新疆维吾尔自治区
653200,和田地区,新疆维吾尔自治区,新疆维吾尔自治区
653201,和田市,和田地区,新疆维吾尔自治区
653221,和田县,和田地区,新疆维吾尔自治区
653222,墨玉县,和田地区,新疆维吾尔自治区
653223,皮山县,和田地区,新疆维吾尔自治区
653224,洛浦县,和田地区,新疆维吾尔自治区
653225,策勒县,和田地区,新疆维吾尔自治区
653226,于田县,和田地区,新疆维吾尔自治区
653227,民丰县,和田地区,新疆维吾尔自治区
654000,伊犁哈萨克自治州,新疆维吾尔自治区,新疆维吾尔自治区
654002,伊宁市,伊犁哈萨克自治州,新疆维吾尔自治区
654003,奎屯市,伊犁哈萨克自治州,新疆维吾尔自治区
654004,霍尔果斯市,伊犁哈萨克自治州,新疆维吾尔自治区
654021,伊宁县,伊犁哈萨克自治州,新疆维吾尔自治区
654022,察布查尔锡伯自治县,伊犁哈萨克自治州,新疆维吾尔自治区
654023,霍城县,伊犁哈萨克自治州,新疆维吾尔自治区
654024,巩留县,伊犁哈萨克自治州,新疆维吾尔自治区
654025,新源县,伊犁哈萨克自治州,新疆维吾尔自治区
654026,昭苏县,伊犁哈萨克自治州,新疆维吾尔自治区
654027,特克斯县,伊犁哈萨克自治州,新疆维吾尔自治区
654028,尼勒克县,伊犁哈萨克自治州,新疆维吾尔自治区
654200,塔城地区,新疆维吾尔自治区,新疆维吾尔自治区
654201,塔城市,塔城地区,新疆维吾尔自治区
654202,乌苏市,塔城地区,新疆维吾尔自治区
654221,额敏县,塔城地区,新疆维吾尔自治区
654223,沙湾县,塔城地区,新疆维吾尔自治区
654224,托里县,塔城地区,新疆维吾尔自治区
654225,裕民县,塔城地区,新疆维吾尔自治区
654226,和布克赛尔蒙古自治县,塔城地区,新疆维吾尔自治区
654300,阿勒泰地区,新疆维吾尔自治区,新疆维吾尔自治区
654301,阿勒泰市,阿勒泰地区,新疆维吾尔自治区
654321,布尔津县,阿勒泰地区,新疆维吾尔自治区
654322,富蕴县,阿勒泰地区,新疆维吾尔自治区
654323,福海县,阿勒泰地区,新疆维吾尔自治区
654324,哈巴河县,阿勒泰地区,新疆维吾尔自治区
654325,青河县,阿勒泰地区,新疆维吾尔自治区
654326,吉木乃县,阿勒泰地区,新疆维吾尔自治区
659001,石河子市,阿勒泰地区,新疆维吾尔自治区
659002,阿拉尔市,阿勒泰地区,新疆维吾尔自治区
659003,图木舒克市,阿勒泰地区,新疆维吾尔自治区
659004,五家渠市,阿勒泰地区,新疆维吾尔自治区
659005,北屯市,阿勒泰地区,新疆维吾尔自治区
659006,铁门关市,阿勒泰地区,新疆维吾尔自治区
659007,双河市,阿勒泰地区,新疆维吾尔自治区
659008,可克达拉市,阿勒泰地区,新疆维吾尔自治区
659009,昆玉市,阿勒泰地区,新疆维吾尔自治区
659010,胡杨河市,阿勒泰地区,新疆维吾尔自治区
710000,台湾省,中华人民共和国,台湾省
810000,香港特别行政区,中华人民共和国,香港特别行政区
820000,澳门特别行政区,中华人民共和国,澳门特别行政区
